almaMmsId	hbzId	rpbId
990105673330206441	HT012414780	036t980609
990055929430206441	HT007041917	036t980610
990055902260206441	HT007038746	036t980611
990108671840206441	HT012714631	036t980702
990108671770206441	HT012714624	036t980718
990108443910206441	HT012691838	036t980764
990034902770206441	HT008720670	036t980770
990108204960206441	HT012667943	036t980772
990108534050206441	HT012700852	036t980774
990056622440206441	HT009971760	036t980777
990108068430206441	HT012654290	036t001125
990107329000206441	HT012580347	036t980900
990107631770206441	HT012610624	036t980918
990108042640206441	HT012651711	036t980924
99370693599306441		036t980990
990107596850206441	HT012607132	036t000339
990108573780206441	HT012704825	036t981107
990108455470206441	HT012692994	036t981154
990104992800206441	HT012346727	036t981170
990056585940206441	HT009239375	036t981308
990055639280206441	HT007006361	036t981316
990108445900206441	HT012692037	036t981318
990108024150206441	HT012649862	036t981412
990108306810206441	HT012678128	036t990032
990108651800206441	HT012712627	036t990033
990056246550206441	HT007192954	929t972207
990104974350206441	HT012344882	036t930905
990108458150206441	HT012693262	036t070705
990108721080206441	HT012719555	036t990246
990108705140206441	HT012717961	036t990247
990108705170206441	HT012717964	036t990248
990108876190206441	HT012735066	036t990249
990107519580206441	HT012599405	036t990301
990056489820206441	HT008275457	036t000941
990054903880206441	HT006921169	036t990630
990113043300206441	HT012977266	036t990691
990056451160206441	HT007960303	036t990774
990113106090206441	HT012983545	036t990803
990107652900206441	HT012612737	036t990908
990107537500206441	HT012601197	036t990909
990101927210206441	HT012040168	036t990932
990108520690206441	HT012699516	036t990933
990113060860206441	HT012979022	036t990934
990108068430206441	HT012654290	036t001125
990054814080206441	HT006908647	036t990956
990056222280206441	HT007076081	036t990998
990113177600206441	HT012990696	036t991006
990101071450206441	HT011210690	036t991007
990108875720206441	HT012735019	036t991008
990113146130206441	HT012987549	036t991014
990113138010206441	HT012986737	036t991019
990108704620206441	HT012717909	036t991036
990176236570206441	TT002892583	036t991038
990113153240206441	HT012988260	036t991084
990107249730206441	HT012572420	036t991272
990056216810206441	HT007075484	036t991355
990056365360206441	HT007472126	036t991376
990056053550206441	HT007056734	036t921056
990056666590206441	HT010614094	036t991418
990113342620206441	HT013007300	036t991421
990056285750206441	HT007223334	036t991435
990113271380206441	HT013000148	036t991474
990113500110206441	HT013023098	107t001682
990113561360206441	HT013029247	107t001687
990113561540206441	HT013029265	107t001688
990113561630206441	HT013029274	107t001689
990113492600206441	HT013022347	107t001693
990106992490206441	HT012546696	107t001754
990107275630206441	HT012575010	107t001758
990108839500206441	HT012731397	107t001789
990113092480206441	HT012982184	107t001790
990113067610206441	HT012979697	107t001791
990113092450206441	HT012982181	107t001792
990113561680206441	HT013029279	107t001794
990113077690206441	HT012980705	107t001795
990113423740206441	HT013015436	107t001797
990113633550206441	HT013036469	107t001798
990113560880206441	HT013029199	107t001799
990108742340206441	HT012721681	107t001801
990113643450206441	HT013037459	107t001809
990113632290206441	HT013036343	107t001852
990113136350206441	HT012986571	107t001856
990113643540206441	HT013037468	107t001858
990102644690206441	HT012111916	107t001865
990113183160206441	HT012991252	107t001868
990106461370206441	HT012493584	107t01014565
990113610550206441	HT013034169	107t001871
990113612520206441	HT013034366	107t001872
990108880930206441	HT012735540	107t001895
990113100360206441	HT012982972	107t001896
990113385990206441	HT013011655	107t001897
990113093640206441	HT012982300	107t001898
990113507540206441	HT013023841	107t001899
990113673440206441	HT013040458	107t001901
990113561450206441	HT013029256	107t001913
990113094660206441	HT012982402	107t001945
990113457890206441	HT013018866	107t001950
990108499280206441	HT012697375	107t001951
990113673670206441	HT013040481	107t001961
990056684980206441	HT010840528	107t001965
990108878020206441	HT012735249	107t001973
990113077860206441	HT012980722	107t001975
990056629700206441	HT010080518	107t981829
990113561510206441	HT013029262	107t001977
990113237790206441	HT012996765	107t001983
990113170400206441	HT012989976	107t001984
990108862810206441	HT012733728	107t001987
990108850350206441	HT012732482	107t001988
990108878580206441	HT012735305	107t001989
990056684820206441	HT010840509	107t001993
990108876180206441	HT012735065	107t001996
990102536580206441	HT012101105	107t002004
990113099500206441	HT012982886	107t002006
990108722750206441	HT012719722	107t002007
990108629690206441	HT012710416	107t002008
990113475350206441	HT013020622	107t002009
990056619780206441	HT009855678	107t002010
990113472270206441	HT013020314	107t002017
990108841820206441	HT012731629	107t002019
990108797060206441	HT012727153	107t982937
990106436130206441	HT012491060	107t941229
990105934760206441	HT012440923	107t002033
990108640790206441	HT012711526	107t002034
990108641020206441	HT012711549	107t002035
990108700480206441	HT012717495	107t002038
990108793820206441	HT012726829	107t002039
990104084890206441	HT012255936	107t002041
990108714270206441	HT012718874	107t002136
990107426410206441	HT012590088	107t973124
990107377090206441	HT012585156	107t002269
990108521540206441	HT012699601	107t01000001
990139626220206441	HT014518948	107t01000038
990103816850206441	HT012229132	107t01000042
990107260110206441	HT012573458	107t01000061
990108763960206441	HT012723843	107t01000202
990056564510206441	HT009053870	107t01001388
990108046600206441	HT012652107	107t01003204
990102568800206441	HT012104327	107t01003431
990141092200206441	TT001204986	107t01006765
990103059800206441	HT012153427	107t01009500
990106782900206441	HT012525737	107t01009840
990106648990206441	HT012512346	107t01013195
990102559440206441	HT012103391	107t01013267
990054827080206441	HT006910418	107t01013294
990104085040206441	HT012255951	107t01013951
990113992560206441	HT013072587	107t01013963
990107443980206441	HT012591845	107t01013971
990113633530206441	HT013036467	107t01013980
990102707620206441	HT012118209	107t01013994
990104074080206441	HT012254855	107t01014023
990104078810206441	HT012255328	107t01014024
990121048960206441	HT013784264	107t01014049
990113317120206441	HT013004750	107t01014057
990104085480206441	HT012255995	107t01014061
990113531090206441	HT013026210	107t01014072
990113564770206441	HT013029588	107t01014075
990055859300206441	HT007033675	107t01014102
990055498410206441	HT006990082	107t01014113
990104074090206441	HT012254856	107t01014122
990113507970206441	HT013023884	107t01014153
990118809060206441	HT013557566	107t01014159
990105756930206441	HT012423140	107t01014167
990119628200206441	HT013640462	107t01014171
990104073900206441	HT012254837	107t01014178
990116271750206441	HT013302470	107t01014179
990108179540206441	HT012665401	107t01014265
990105858980206441	HT012433345	107t01014268
990108181040206441	HT012665551	107t01014308
990108714330206441	HT012718880	107t01014309
990104078080206441	HT012255255	107t01014315
990102958710206441	HT012143318	107t01014536
990104083100206441	HT012255757	107t01014556
990106461370206441	HT012493584	107t01014565
990106461370206441	HT012493584	107t01014565
990105527410206441	HT012400188	107t01014571
990107254720206441	HT012572919	107t01014574
990106431060206441	HT012490553	107t01014577
990104084280206441	HT012255875	107t01014579
990105527390206441	HT012400186	107t01014585
990106809250206441	HT012528372	107t01014587
990106809270206441	HT012528374	107t01014588
990106809290206441	HT012528376	107t01014589
990106809280206441	HT012528375	107t01014590
990106893890206441	HT012536836	107t01014595
990108090050206441	HT012656452	107t01014611
990104835720206441	HT012331019	107t01014614
99370729887706441	HT020901058	107t01019617
990055639720206441	HT007006411	107t01019936
990056441540206441	HT007910357	107t01020389
990105729200206441	HT012420367	107t01020393
990106762030206441	HT012523650	107t01020403
990054855590206441	HT006914345	107t01020458
990054167630206441	HT002201830	107t01020520
990102659640206441	HT012113411	107t01020568
990104083840206441	HT012255831	107t01020583
990054822250206441	HT006909667	107t01020598
990103575490206441	HT012204996	107t01020611
990055424490206441	HT006981355	107t01020683
990106009700206441	HT012448417	107t01023538
990054853960206441	HT006914144	107t01020855
990136486490206441	HT014433202	107t01020857
990102529740206441	HT012100421	107t01020862
990103461950206441	HT012193642	107t01020866
990054838310206441	HT006911965	107t01020871
990104081420206441	HT012255589	107t01020964
990055304770206441	HT006967748	107t01020965
990055617480206441	HT007003446	107t01020994
990209965570206441	HT018826681	107t01021009
990177952240206441	HT016180383	107t01021018
990133044090206441	HT014173663	107t01021020
990104082580206441	HT012255705	107t01021058
990133043850206441	HT014173639	107t01021059
990206322440206441	HT018492839	107t01021072
990104075980206441	HT012255045	107t01021879
990108188960206441	HT012666343	107t01021159
990104075120206441	HT012254959	107t01021160
990108305850206441	HT012678032	107t01021384
990055423110206441	HT006981203	107t01021547
990106458670206441	HT012493314	107t01021585
990055411150206441	HT006979920	107t01021703
990102578800206441	HT012105327	107t01021736
990106893910206441	HT012536838	107t01021741
990104855640206441	HT012333011	107t01021794
990104975560206441	HT012345003	107t01021874
990104075980206441	HT012255045	107t01021879
990202960150206441	HT018176114	107t01021910
990133044150206441	HT014173669	107t01021914
990102551650206441	HT012102612	107t01021915
990055202990206441	HT006955941	107t01021916
990104079440206441	HT012255391	107t01021917
990365504580206441	HT020357812	107t01021919
990056553610206441	HT008952302	107t01021926
990055838220206441	HT007031142	107t01021929
990103710280206441	HT012218475	107t01021930
990108001360206441	HT012647583	107t01021932
990114055870206441	HT013078974	107t01021935
990104076020206441	HT012255049	107t01021937
990103479770206441	HT012195424	107t01021938
990054101490206441	HT001393571	107t01022387
990054805530206441	HT006907233	107t01021945
990124510830206441	HT013902978	107t01021947
990157982570206441	HT015177047	107t01021961
990055476140206441	HT006987486	107t01021962
990054855820206441	HT006914374	107t01021969
990104075280206441	HT012254975	107t01021970
990193810720206441	HT017468383	107t01021972
990054828200206441	HT006910563	107t01021974
990106762120206441	HT012523659	107t01021977
990139559440206441	HT014512195	107t01021978
990054453680206441	HT005041600	107t01021987
990107564570206441	HT012603904	107t01021989
990116211460206441	HT013296441	107t01021991
990105166660206441	HT012364113	107t01021994
990055476110206441	HT006987483	107t01021995
990054804610206441	HT006907089	107t01021996
990210495010206441	HT018878446	107t01021998
990056236710206441	HT007191908	107t01022001
990054829600206441	HT006910767	107t01022004
990102561970206441	HT012103644	107t01022005
990056354190206441	HT007439522	107t01022009
990055623180206441	HT007004135	107t01022023
990102556390206441	HT012103086	107t01022028
990054816670206441	HT006908961	107t01022031
990054898580206441	HT006920531	107t01022032
990102527660206441	HT012100213	107t01022037
990107418790206441	HT012589326	107t01022040
990219526290206441	HT019448565	107t01022041
990102538070206441	HT012101254	107t01022042
990108331330206441	HT012680580	107t01022045
990101814960206441	HT012028943	107t931723
990135964940206441	HT014380274	107t01022054
990139172420206441	HT014473098	107t01022055
990052503310206441	HT007006470	107t01022057
990054814820206441	HT006908734	107t01022061
990113418440206441	HT013014906	107t01022062
990056284490206441	HT007223192	107t01022063
990054683060206441	HT006891353	107t01022069
990102548980206441	HT012102345	107t01022115
990108080100206441	HT012655457	107t01022221
990103485830206441	HT012196030	107t01022228
990103251770206441	HT012172624	107t01022277
990103609980206441	HT012208445	107t01022278
990054359090206441	HT003633592	107t01022322
990133278240206441	HT014197349	107t01022383
990101751700206441	HT012022617	107t01022539
990103728480206441	HT012220295	107t01022540
990102561910206441	HT012103638	107t01022544
990055135010206441	HT006948326	107t01022589
990054721630206441	HT006896512	107t01022590
990104079160206441	HT012255363	107t01022633
990107641720206441	HT012611619	107t01022666
990103630050206441	HT012210452	107t01022692
990054036230206441	HT001355390	107t01022792
990097407000206441	HT005764264	
990104083820206441	HT012255829	107t01022844
990054017500206441	HT001335384	107t01022897
990054795360206441	HT006905796	107t01022941
990054867540206441	HT006916197	107t01022944
990054954670206441	HT006927179	107t01022959
990108385870206441	HT012686034	107t01023140
990133044850206441	HT014173739	107t01023275
990104083570206441	HT012255804	107t01023276
990209980190206441	HT018828146	107t01023400
990052537760206441	HT007371676	107t01014723
990108088740206441	HT012656321	107t01023440
990054838130206441	HT006911945	107t01023462
990105123460206441	HT012359793	107t961007
990116477770206441	HT013323335	107t01023476
990133044330206441	HT014173687	107t01023500
990106009700206441	HT012448417	107t01023538
990104082790206441	HT012255726	107t01023540
990054827020206441	HT006910406	107t01023739
990054798290206441	HT006906244	107t01023886
990055315360206441	HT006969130	107t01100216
990204465670206441	HT018316044	107t01100261
990105189710206441	HT012366418	107t01100826
990054196220206441	HT002215032	107t01100890
990159204780206441	HT015212663	107t01101175
990103811740206441	HT012228621	107t01102221
990054647700206441	HT006886809	107t01018503
990054854570206441	HT006914216	107t01102299
990054855420206441	HT006914322	107t01103217
990108036990206441	HT012651146	107t01103390
990102527720206441	HT012100219	107t01103414
990105476860206441	HT012395133	107t01103649
990203405340206441	HT018218300	107t01104407
990104080350206441	HT012255482	107t01104646
990053791250206441	HT011185013	107t01104749
990104077600206441	HT012255207	107t01104800
990103508300206441	HT012198277	107t01106153
990055284800206441	HT006965000	107t01106298
990055271570206441	HT006963446	107t01107680
990055825050206441	HT007029610	107t01109902
990056507880206441	HT008406198	107t01110999
990102559400206441	HT012103387	107t01111001
990160455510206441	HT015338584	107t01111371
990107972470206441	HT012644694	107t01113457
990054868180206441	HT006916293	107t01113577
990108037150206441	HT012651162	107t01114025
990105038840206441	HT012351331	107t01114660
990104084220206441	HT012255869	107t01116003
990055633710206441	HT007005506	107t01117650
990107972430206441	HT012644690	107t01118938
990054811950206441	HT006908369	107t01119036
990054852340206441	HT006913895	107t01119051
990107969660206441	HT012644413	107t01119077
990113606780206441	HT013033792	107t01120553
990117552880206441	HT013432059	107t01121053
990117553350206441	HT013432106	107t01121173
990117553160206441	HT013432087	107t01121435
990054844960206441	HT006912931	107t01121713
990106910350206441	HT012538482	107t01122240
990104082210206441	HT012255668	107t01122302
990118892030206441	HT013565943	107t01122895
990104083850206441	HT012255832	107t01123913
990104076940206441	HT012255141	107t01124145
990117553120206441	HT013432083	107t01124371
990108507460206441	HT012698193	107t01125497
990117552960206441	HT013432067	107t01125498
990117553320206441	HT013432103	107t01126171
990182507540206441	HT016551044	107t01126276
990104082710206441	HT012255718	107t01128648
990103577480206441	HT012205195	107t01128767
990104080040206441	HT012255451	107t01132625
990054803280206441	HT006906867	107t01139440
990055825000206441	HT007029603	107t01140713
990192743430206441	HT017363900	107t01141880
990055838320206441	HT007031152	107t01143347
990102294430206441	HT012076890	107t01143453
990135787500206441	HT014362324	107t01143836
990107763010206441	HT012623748	107t01144029
990135787580206441	HT014362332	107t01144046
990104073940206441	HT012254841	107t01145333
990055635980206441	HT007005837	107t01146801
990104078310206441	HT012255278	107t01147217
990104080050206441	HT012255452	107t01148128
990102004840206441	HT012047931	107t01150767
990104082000206441	HT012255647	107t01150771
990104078490206441	HT012255296	107t01152124
990104074260206441	HT012254873	107t01152252
990054874530206441	HT006917231	107t01152748
990055289080206441	HT006965561	107t01153284
990103570950206441	HT012204542	107t01153371
990105374580206441	HT012384905	107t01154481
990055348620206441	HT006973049	107t01156383
990055245110206441	HT006960502	107t01157415
990104086510206441	HT012256098	107t01158843
990104087660206441	HT012256213	107t01159229
990105757900206441	HT012423237	107t01159469
990104086670206441	HT012256114	107t01159592
990104088570206441	HT012256304	107t01159942
990104082680206441	HT012255715	107t01160185
990180840050206441	HT016390223	107t01160669
990106889600206441	HT012536407	107t050650
990106602340206441	HT012507681	107t01160922
990106098460206441	HT012457293	107t01160938
990107335030206441	HT012580950	107t01161209
990107254620206441	HT012572909	107t01161532
990105992350206441	HT012446682	107t01161569
990106143120206441	HT012461759	107t01162143
990056687780206441	HT010848741	107t01163341
990106390200206441	HT012486467	107t01163538
990105766300206441	HT012424077	107t01164398
990106391890206441	HT012486636	107t01164656
990107202730206441	HT012567720	107t01176499
990113672890206441	HT013040403	107t021513
990054837130206441	HT006911824	107t110908
990116278640206441	HT013303159	107t021609
990113112870206441	HT012984223	107t021653
